case_id,source_dataset,case_type,l2_expected_action,l1_correct,dropped_after_l1,l2_action_correct,l2_tag_correct,l2_warn_type_correct,l2_draft_route_correct,l2_draft_required_tools_satisfied,l2_draft_forbidden_tools_avoided,l2_finalize_without_draft,l2_false_positive,l2_false_negative,l2_primary_correct,l2_joint_correct,l3_mode,l3_withdraw_called,l3_required_tools_satisfied,l3_forbidden_tools_avoided,l3_control_recovery_pass,l3_pass,l3_status,l3_desired_correct,tool_sequence_valid,latency_l1_ms,latency_l2_ms,latency_l3_ms,tokens_in,tokens_out
medqa_text::dev-00487,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2233,144592.0,9585.0,25595,1331
medqa_text::dev-00989,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2167,53612.0,,8832,444
medqa_text::dev-00052,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2316,50314.0,37879.0,18680,850
medqa_text::dev-01177,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2647,51624.0,29409.0,18298,967
medqa_text::dev-00686,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2187,39872.0,47725.0,19657,1068
medqa_text::dev-00462,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2241,40054.0,52497.0,18755,812
medqa_text::dev-00131,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2298,52107.0,41343.0,19141,1149
medqa_text::dev-00977,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,3704,51303.0,42584.0,19166,1297
medqa_text::dev-00635,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2579,95244.0,37179.0,28696,1191
medqa_text::dev-00862,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2657,53457.0,61042.0,19401,1425
medqa_text::dev-00245,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,3212,40213.0,42358.0,18764,801
medqa_text::dev-00296,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2439,36489.0,,8835,353
medqa_text::dev-00094,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2509,79458.0,52590.0,28006,1031
medqa_text::dev-00078,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2077,97799.0,51436.0,29270,970
medqa_text::dev-00645,medqa_text,control,draft,False,True,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2067,,,280,5
medqa_text::dev-01045,medqa_text,intervention,warn,False,True,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,2155,,,299,5
medqa_text::dev-00247,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2312,42812.0,40324.0,18648,727
medqa_text::dev-00206,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2212,89452.0,43081.0,27991,823
medqa_text::dev-00499,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,2954,37401.0,,5426,874
medqa_text::dev-01142,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2616,35369.0,40787.0,18592,799
medqa_text::dev-00291,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2322,69465.0,56574.0,23589,1131
medqa_text::dev-00830,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2565,50472.0,,8615,537
medqa_text::dev-00968,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2817,48705.0,51059.0,18560,954
medqa_text::dev-00791,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2498,52241.0,44432.0,18557,741
medqa_text::dev-01154,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2408,51250.0,47006.0,18725,780
medqa_text::dev-00896,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2148,46406.0,51528.0,19590,1109
medqa_text::dev-01254,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2508,55738.0,46138.0,19331,1076
medqa_text::dev-00332,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,3607,153525.0,88313.0,33993,1377
medqa_text::dev-00888,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2720,44101.0,38392.0,18870,888
medqa_text::dev-00210,medqa_text,control,draft,False,True,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2576,,,415,5
medqa_text::dev-01051,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,3793,43241.0,6856.0,12239,909
medqa_text::dev-00875,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2755,45773.0,,8617,727
medqa_text::dev-00598,medqa_text,control,draft,True,False,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2914,196959.0,,20283,584
medqa_text::dev-00069,medqa_text,intervention,warn,False,True,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,2456,,,326,5
medqa_text::dev-00796,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2455,85361.0,94160.0,19415,1279
medqa_text::dev-00465,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,3206,140797.0,59579.0,28678,1328
medqa_text::dev-00956,medqa_text,intervention,warn,False,True,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,3573,,,306,5
medqa_text::dev-00959,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,9523,186583.0,6361.0,24686,788
medqa_text::dev-00508,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,7643,163261.0,29769.0,27881,930
medqa_text::dev-00780,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,5709,96715.0,73029.0,18333,727
medqa_text::dev-00213,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,3284,183454.0,,20282,607
medqa_text::dev-00793,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2908,82171.0,,12003,931
medqa_text::dev-01181,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2412,87510.0,53405.0,28522,891
medqa_text::dev-00772,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,2364,61066.0,,5497,841
medqa_text::dev-00129,medqa_text,intervention,warn,False,True,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,6057,,,525,5
medqa_text::dev-00865,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2324,100092.0,42807.0,28862,1122
medqa_text::dev-00596,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,True,True,True,True,True,pass,True,True,2631,83364.0,50718.0,23236,1210
medqa_text::dev-00410,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,5453,55891.0,53232.0,19049,927
medqa_text::dev-00267,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,6989,102608.0,50541.0,28207,1030
medqa_text::dev-00996,medqa_text,intervention,warn,False,True,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,7014,,,338,5
medqa_text::dev-00196,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2417,108155.0,60595.0,28493,985
medqa_text::dev-00459,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,4176,116060.0,75465.0,27930,957
medqa_text::dev-00044,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,True,True,True,True,True,pass,True,True,4755,130503.0,61729.0,32940,1160
medqa_text::dev-00109,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2426,42077.0,71179.0,18590,920
medqa_text::dev-00727,medqa_text,intervention,warn,False,True,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,2437,,,272,5
medqa_text::dev-00533,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2479,59432.0,66414.0,18289,1004
medqa_text::dev-00278,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2206,50913.0,221011.0,18288,952
medqa_text::dev-01238,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,3207,71129.0,40020.0,18830,1031
medqa_text::dev-00448,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,18350,112416.0,76033.0,19223,885
medqa_text::dev-00149,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,3252,82885.0,75442.0,18613,842
medqa_text::dev-01218,medqa_text,intervention,warn,False,True,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,6674,,,260,5
medqa_text::dev-00454,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,3743,113142.0,52889.0,28204,1194
medqa_text::dev-00477,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,4523,87133.0,,11964,424
medqa_text::dev-00516,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,3518,101986.0,40003.0,28431,1157
medqa_text::dev-00723,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,13905,80634.0,51902.0,18931,834
medqa_text::dev-00328,medqa_text,intervention,warn,False,True,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,4660,,,356,5
medqa_text::dev-00005,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,4063,60805.0,48331.0,18940,1017
medqa_text::dev-00616,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,4149,69269.0,37838.0,18441,913
medqa_text::dev-00323,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,True,True,True,True,True,pass,True,True,3200,122564.0,26924.0,27890,1134
medqa_text::dev-00292,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,True,True,True,True,True,pass,True,True,4611,117850.0,46206.0,39295,1513
medqa_text::dev-01198,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,3923,82513.0,55146.0,24065,1150
medqa_text::dev-00561,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2620,46911.0,39871.0,18701,1066
medqa_text::dev-00389,medqa_text,intervention,warn,False,True,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,2425,,,312,5
medqa_text::dev-00244,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2760,78370.0,53124.0,28689,1053
medqa_text::dev-00056,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2262,48289.0,48234.0,23409,945
medqa_text::dev-00299,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,4366,38903.0,34768.0,19026,908
medqa_text::dev-00032,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,3149,37270.0,51203.0,19459,937
medqa_text::dev-00806,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2649,148825.0,,21197,900
medqa_text::dev-00538,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2204,39155.0,52289.0,18578,885
medqa_text::dev-00728,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2218,135388.0,58618.0,33834,1176
medqa_text::dev-00035,medqa_text,control,draft,False,True,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2772,,,273,5
medqa_text::dev-00394,medqa_text,control,draft,False,True,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2178,,,361,5
medqa_text::dev-00602,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2137,157962.0,49395.0,33809,1068
medqa_text::dev-00118,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2356,65056.0,72861.0,18508,976
medqa_text::dev-00288,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,True,True,True,True,True,pass,True,True,2138,165289.0,71876.0,45493,1796
medqa_text::dev-00952,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2291,141154.0,35466.0,33668,1058
medqa_text::dev-01184,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,True,False,True,False,False,fail,False,True,2777,114961.0,17995.0,23958,821
medqa_text::dev-00259,medqa_text,intervention,warn,False,True,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,2424,,,306,5
medqa_text::dev-00144,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2581,124986.0,32392.0,28633,1018
medqa_text::dev-01078,medqa_text,intervention,warn,False,True,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,2119,,,232,5
medqa_text::dev-01019,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2258,53095.0,51279.0,19258,885
medqa_text::dev-00826,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2453,43364.0,,8533,642
medqa_text::dev-01161,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,2483,79066.0,,15448,813
medqa_text::dev-00250,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2494,34201.0,40523.0,18200,921
medqa_text::dev-01029,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2301,44319.0,,8656,546
medqa_text::dev-01140,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,True,True,True,True,True,pass,True,True,2315,84592.0,63189.0,33037,1615
medqa_text::dev-00507,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2199,109741.0,36547.0,33964,1055
medqa_text::dev-00098,medqa_text,control,draft,False,True,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2293,,,417,5
medqa_text::dev-01186,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2318,111676.0,37962.0,34313,1373
medqa_text::dev-00689,medqa_text,intervention,warn,False,True,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,2934,,,273,5
medqa_text::dev-01047,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2390,28335.0,45138.0,18753,797
medqa_text::dev-00071,medqa_text,control,draft,False,True,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2317,,,315,5
medqa_text::dev-00140,medqa_text,control,draft,False,True,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2222,,,355,5
medqa_text::dev-01094,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,2478,45385.0,,5723,829
medqa_text::dev-00920,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2430,87238.0,40813.0,27968,899
medqa_text::dev-00979,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2292,74462.0,49731.0,23200,1056
medqa_text::dev-00252,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2458,66356.0,39618.0,18590,1049
medqa_text::dev-01123,medqa_text,intervention,warn,False,True,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,3268,,,285,5
medqa_text::dev-01020,medqa_text,control,draft,False,True,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,3438,,,291,5
medqa_text::dev-00170,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2791,57469.0,30878.0,18693,1002
medqa_text::dev-00187,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2456,41294.0,34009.0,18726,831
medqa_text::dev-00741,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2370,37849.0,45429.0,18904,890
medqa_text::dev-00351,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2899,33915.0,53943.0,19252,1017
medqa_text::dev-00153,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,1886,48650.0,,8702,518
medqa_text::dev-00303,medqa_text,control,draft,True,False,True,,,True,True,True,False,False,False,True,True,none,,,,,,not_triggered_expected,True,True,1818,60129.0,,8581,1059
medqa_text::dev-00641,medqa_text,intervention,warn,False,True,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,2223,,,243,5
medqa_text::dev-01265,medqa_text,control,draft,True,False,True,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2114,32966.0,,5111,521
medqa_text::dev-00752,medqa_text,control,draft,False,True,False,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2317,,,271,5
medqa_text::dev-00885,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2119,97029.0,39967.0,28556,1033
medqa_text::dev-01228,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2401,52534.0,49883.0,22802,833
medqa_text::dev-00683,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,3016,52653.0,49999.0,18732,953
medqa_text::dev-01056,medqa_text,intervention,warn,True,False,True,False,False,False,True,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,True,2568,109592.0,,20086,609
medqa_text::dev-01172,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,True,False,False,fail,False,True,2579,102124.0,41775.0,28084,1244
medqa_text::dev-01002,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2263,56435.0,33049.0,19149,747
medqa_text::dev-00232,medqa_text,intervention,warn,False,True,False,False,False,False,True,True,False,False,True,False,False,none,,,,,,not_triggered_expected,True,True,2351,,,303,5
medqa_text::dev-00273,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2272,52489.0,61132.0,18881,898
medqa_text::dev-00505,medqa_text,control,draft,True,False,True,,,False,False,True,False,False,False,False,False,none,,,,,,not_triggered_expected,True,False,2252,130277.0,,19109,1474
medqa_text::dev-01005,medqa_text,intervention,warn,True,False,True,True,True,False,True,True,False,False,False,True,True,intervention_reaffirm,,,,,True,pass,True,True,2179,88768.0,47221.0,28109,1043
medqa_text::dev-01057,medqa_text,control,draft,True,False,False,,,False,False,False,False,True,False,False,False,control_recovery,False,False,False,False,False,fail,False,True,2096,41267.0,44370.0,18522,826
